PM10,PM2.5,SO2,O3
,,3.65,13.50
,,3.51,
,,3.65,
,,3.40,
,,3.33,5.79
,,3.18,
,,3.04,7.08
,,3.21,
,,3.31,
,,3.91,
,,4.16,
,,4.57,30.72
,,4.78,34.34
,,4.81,36.05
,,4.81,35.65
,,4.38,32.19
,,4.27,32.90
,,4.24,34.73
,,3.98,31.72
,,3.71,29.13
,,3.61,26.33
,,3.51,24.88
,,3.61,25.51
,,3.50,23.49
,,3.42,23.44
,,3.59,21.51
,,3.64,22.50
,,3.37,22.14
,,3.19,20.72
,,3.01,19.86
,,3.33,20.69
,,3.12,19.44
,,3.23,19.17
,,3.96,19.72
,,4.43,25.42
,,4.82,27.01
,,5.21,33.97
,,4.88,34.99
,,4.95,35.52
,,4.50,35.36
,,4.74,32.87
,,4.40,31.00
,,4.25,30.41
,,3.84,26.50
,,3.70,25.55
,,3.55,24.75
,,3.30,22.93
,,3.32,22.21
,,3.30,24.24
,,3.35,23.12
,,3.35,17.45
,,3.29,17.48
,,3.41,18.76
,,3.36,18.46
,,3.43,18.69
,,3.29,19.08
,,3.12,17.63
,,3.63,19.99
,,4.00,24.10
,,4.48,26.90
,,4.52,31.60
,,4.62,33.07
,,4.67,31.63
,,4.66,31.42
,,4.21,33.31
,,3.97,30.32
,,3.79,27.89
,,3.75,28.52
,,3.71,27.34
,,3.44,27.00
,,3.19,24.89
,,3.48,26.34
,,3.38,27.09
,,3.37,29.58
,,3.21,26.52
,,3.36,28.06
,,3.43,25.15
,,3.43,26.75
,,3.49,24.10
,,3.32,20.19
,,3.42,16.76
,,3.70,24.17
,,4.00,28.86
,,4.05,33.36
,,4.31,34.80
,,4.30,34.15
,,4.41,32.88
,,4.20,33.00
,,3.85,29.42
,,3.69,29.25
,,3.61,32.06
,,3.53,32.02
,,3.34,29.64
,,3.17,27.38
,,3.19,25.54
,,3.30,25.01
,,3.37,32.06
,,3.28,27.19
,,3.34,28.73
,,3.37,28.86
,,3.33,28.71
,,3.41,26.72
,,3.35,28.59
,,3.22,23.61
,,3.40,24.48
,,3.55,26.34
,,3.97,28.72
,,4.81,32.27
,,5.28,34.06
,,4.88,33.56
,,4.53,30.60
,,4.28,32.46
,,3.85,27.71
,,3.92,28.20
,,3.70,28.49
,,3.62,26.47
,,3.47,26.52
,,3.24,25.26
,,3.20,25.94
,,3.06,23.76
,,3.05,24.67
,,3.02,25.18
,,3.04,26.11
,,3.11,26.58
,,2.97,26.35
,,3.14,24.50
,,3.19,25.66
,,3.09,23.80
,,3.14,21.51
,,3.96,28.27
,,4.20,30.63
,,4.29,32.77
,,4.44,33.81
,,4.00,30.37
,,3.93,33.21
,,3.73,29.74
,,3.61,32.54
,,3.37,28.92
,,3.55,29.29
,,3.26,28.88
,,3.35,25.76
,,3.47,36.44
,,3.30,26.85
,,3.29,26.34
,,3.16,26.14
,,3.15,26.18
,,3.20,26.98
,,3.17,30.45
,,3.36,28.82
,,3.28,28.14
,,3.16,27.87
,,2.98,25.79
,,3.07,21.83
,,3.89,26.29
,,4.48,29.60
,,4.47,31.52
,,4.34,32.55
,,4.61,32.77
,,4.45,32.10
,,4.28,32.31
,,4.07,31.16
,,3.94,31.11
,,3.69,29.70
,,3.64,27.42
,,3.60,25.42
,,3.77,25.53
,,3.83,25.86
,,3.83,25.34
,,3.79,25.19
,,3.72,25.83
,,3.54,23.60
,,3.40,21.61
,,3.52,21.17
,,3.34,21.11
,,3.35,20.25
,,3.43,20.71
,,3.60,25.22
,,3.93,20.91
,,4.16,26.60
,,4.69,30.49
,,4.79,32.69
,,4.78,35.05
,,4.74,38.24
,,4.60,36.83
,,4.44,33.00
,,4.10,29.78
,,4.17,30.92
,,3.76,27.14
,,3.76,26.38
,,3.92,26.02
,,3.86,25.54
,,3.63,25.39
,,3.84,25.86
,,3.68,23.50
,,3.72,22.82
,,3.67,23.14
,,3.42,21.15
,,3.23,20.23
,,3.41,19.88
,,3.48,19.67
,,3.56,17.90
,,3.91,20.02
,,4.14,25.50
,,4.70,27.68
,,4.82,32.37
,,4.56,30.51
,,,52.02
,,4.79,132.78
21.99,,6.04,10.44
39.13,,6.64,7.54
36.84,,6.73,6.18
38.08,,6.78,5.70
35.19,,6.87,4.31
32.40,,6.97,3.80
31.90,,6.85,3.75
29.36,,6.55,3.73
22.09,,6.75,3.45
21.26,,6.70,3.83
24.38,,6.74,3.96
23.59,,6.74,3.26
20.96,,6.64,2.54
22.14,,6.64,2.34
21.36,,6.75,2.22
19.78,,6.63,2.11
20.26,,6.82,2.38
21.84,,5.45,2.80
30.32,,5.97,4.51
45.99,,6.26,9.46
60.35,,6.49,10.20
56.98,,6.72,13.58
54.09,,6.34,14.93
58.83,,6.36,12.78
56.43,,6.51,16.66
56.59,,6.39,11.87
55.81,,5.93,12.18
53.98,,5.96,9.98
56.36,,5.83,9.04
58.68,,5.69,9.45
63.72,,5.70,
74.24,,5.54,4.75
83.15,,5.53,4.16
77.57,,5.48,6.88
64.37,,5.50,5.15
,,,
45.53,,5.68,11.10
40.29,,5.51,3.80
36.90,,5.65,4.33
36.44,,5.52,4.03
34.69,,5.58,2.36
33.73,,5.79,3.24
39.49,,5.80,6.12
48.91,,5.99,10.67
55.53,,6.38,12.73
56.04,,6.77,15.50
53.75,,6.80,17.80
54.33,,6.65,16.60
61.89,,6.35,13.26
60.71,,5.78,9.30
51.84,,5.59,4.82
53.63,,5.67,
61.80,,5.78,
63.89,,5.71,2.92
61.16,,5.94,3.75
55.52,,5.83,5.47
47.64,,5.87,5.48
43.02,,5.72,7.38
37.95,,5.68,7.69
39.36,,5.60,7.44
40.15,,5.60,10.62
35.96,,5.73,14.74
30.91,,5.70,12.59
23.40,,5.57,13.51
17.85,,5.60,9.68
13.63,,5.42,14.49
13.88,,5.53,12.95
16.50,,5.54,12.97
17.17,,5.55,14.76
13.76,,5.53,25.30
19.48,,5.62,21.15
24.43,,5.52,17.60
19.77,,5.29,16.14
23.53,,5.33,15.40
30.78,,5.50,14.68
34.60,,5.46,12.81
40.60,,5.37,8.33
48.21,,5.33,7.65
49.71,,5.07,8.64
48.84,,5.28,6.69
49.54,,5.20,4.94
53.92,,5.24,6.17
48.69,,5.16,7.15
39.13,,5.08,6.26
35.97,,5.18,5.45
31.05,,5.10,6.47
24.17,,5.13,7.30
18.97,,5.19,6.38
17.12,,5.24,5.96
23.36,,,5.57
29.47,,6.09,7.96
30.85,,6.47,12.10
28.20,,6.39,15.51
,,,
15.98,,2.57,20.25
19.16,,1.79,18.53
24.96,,2.36,18.91
27.25,,5.50,17.89
28.60,,4.51,16.08
31.76,,4.07,13.84
34.72,,4.49,11.11
36.00,,4.54,8.88
38.36,,4.84,8.28
44.48,,4.86,5.42
61.93,,4.99,3.88
72.99,,5.18,7.42
65.03,,5.27,7.16
52.09,,5.26,7.62
46.07,,5.39,7.49
42.52,,5.56,7.37
34.75,,5.56,7.89
31.53,,5.72,6.84
34.10,,5.73,6.80
38.21,,6.51,6.16
41.84,,6.56,9.54
41.76,,5.93,11.66
40.49,,5.71,11.82
38.46,,5.55,13.39
35.03,,5.15,14.99
33.48,,5.48,17.22
32.89,,5.32,17.58
38.29,,4.95,16.35
42.94,,4.52,14.50
45.55,,4.54,12.40
49.07,,4.51,9.98
55.09,,5.05,7.62
70.63,,5.58,3.16
82.71,,6.01,7.41
80.66,,6.55,8.54
70.45,,6.96,7.58
62.15,,7.26,8.61
60.46,,7.14,8.34
51.37,,7.18,8.36
43.17,,7.05,8.81
42.31,,7.22,8.74
37.95,,7.06,7.72
36.91,,7.14,6.97
36.48,,6.13,6.17
48.08,,6.07,9.17
54.58,,5.88,11.10
49.24,,5.51,13.10
50.35,,5.43,16.71
49.95,,4.97,20.85
,,,
,,,
,,,
48.42,,,
49.81,,,27.47
58.87,,7.20,12.90
70.87,,6.52,
72.58,,6.20,
76.26,,6.02,
83.63,,5.54,
87.13,,5.45,7.55
74.01,,5.47,8.61
65.39,,5.72,9.57
62.28,,5.77,8.71
56.41,,5.77,8.07
56.36,,5.93,8.33
54.07,,6.09,7.46
52.58,,6.05,6.54
56.18,,5.05,6.73
75.10,,3.44,10.31
90.37,,3.02,12.97
85.62,,5.23,26.81
,,,63.69
,,7.78,24.66
,,11.80,19.00
,,13.62,21.75
,,11.89,40.74
77.66,,7.66,17.83
129.34,,8.16,12.30
110.12,,8.17,9.12
106.00,,7.93,3.06
112.58,,8.05,1.73
124.49,,8.10,1.30
62.11,,7.99,1.52
35.74,,7.99,5.11
66.25,,7.64,5.82
63.85,,7.61,6.51
62.57,,7.47,7.71
66.03,,7.38,7.43
58.07,,7.52,7.50
43.92,,7.35,7.14
47.61,,7.59,6.80
53.74,,3.24,6.43
72.10,,3.53,8.38
83.36,,4.19,11.72
76.89,,4.36,12.43
70.40,,4.26,15.72
64.39,,4.27,20.89
63.92,,4.62,19.78
68.41,,4.44,19.19
69.51,,4.05,17.14
63.56,,3.93,15.29
64.57,,4.00,17.31
71.76,,3.84,7.07
74.67,,3.55,5.88
85.61,,3.49,6.47
89.60,,3.53,5.66
77.27,,3.17,6.43
68.32,,3.22,6.36
64.91,,3.35,11.13
59.74,,3.26,7.99
60.59,,3.02,7.95
59.51,,3.01,8.76
53.47,,2.79,6.79
46.75,,2.84,9.43
45.64,,2.88,7.74
51.19,,3.16,8.79
55.00,,3.61,9.73
56.16,,4.23,18.23
51.78,,4.57,16.41
43.38,,4.76,18.02
41.18,,4.49,19.98
42.20,,4.45,22.10
48.11,,4.57,24.38
56.06,,4.87,19.90
57.78,,5.09,16.31
61.74,,4.44,14.92
71.15,,4.04,13.64
78.79,,3.80,10.47
87.58,,3.56,4.54
97.04,,3.48,2.46
106.48,,3.50,8.13
98.20,,3.49,9.44
88.34,,3.26,8.56
87.48,,3.26,8.49
79.67,,3.26,7.14
71.98,,3.27,7.95
68.31,,3.24,8.87
62.34,,3.07,12.72
59.49,,3.07,7.88
56.54,,3.51,10.69
66.86,,3.78,13.44
74.38,,4.25,15.09
57.96,,4.43,17.86
40.32,,4.48,18.98
42.42,,4.43,19.21
50.21,,4.27,18.40
50.49,,4.31,15.29
54.54,,4.22,14.05
61.28,,3.99,13.91
54.23,,3.77,12.89
52.30,,3.74,9.57
60.34,,3.32,8.10
60.76,,3.58,7.63
58.16,,3.60,6.47
64.10,,3.65,4.11
62.84,,3.70,4.52
58.39,,3.54,4.33
59.56,,3.60,4.36
57.38,,3.48,5.52
53.03,,3.53,5.91
48.84,,3.48,5.50
46.31,,3.68,5.11
46.49,,3.70,4.61
47.56,,2.95,4.72
47.65,,3.54,11.19
43.92,,3.71,13.56
37.30,,3.77,15.28
36.34,,3.71,16.34
43.00,,3.62,16.10
43.31,,3.66,16.33
46.65,,3.33,14.34
50.67,,3.20,17.96
54.68,,2.79,15.32
57.03,,2.99,11.87
56.56,,2.87,10.54
62.10,,2.94,9.50
54.80,,2.98,10.26
48.84,,2.91,9.59
47.64,,2.74,10.28
43.94,,2.67,10.20
43.52,,2.79,11.64
36.86,,2.81,11.90
26.77,,2.65,10.97
20.94,,2.63,9.72
20.60,,2.79,10.26
23.39,,2.71,9.98
21.15,,2.94,8.69
17.57,,2.82,7.80
18.49,,3.29,10.60
18.00,,3.65,11.91
17.27,,3.64,13.42
17.65,,3.65,13.76
22.36,,3.37,12.26
29.21,,3.17,12.82
31.52,,3.12,12.64
32.17,,3.05,12.63
35.00,,3.04,12.72
36.28,,2.93,12.17
33.83,,2.91,10.51
39.48,,2.61,7.19
39.97,,2.48,8.96
36.26,,2.48,8.98
37.59,,2.60,10.03
34.56,,2.57,10.14
28.58,,2.38,9.68
22.41,,2.52,9.45
17.63,,2.51,9.58
10.72,,2.51,10.62
10.82,,2.53,10.43
15.65,,2.51,10.11
14.16,,2.42,8.18
12.40,,2.80,8.26
15.32,,2.98,9.62
19.15,,3.33,11.35
19.07,,3.37,12.52
15.78,,3.41,13.62
13.22,,3.42,15.31
17.80,,3.77,17.17
25.13,,3.45,17.13
29.79,,3.64,16.10
29.12,,3.31,13.25
31.81,,2.93,10.13
40.46,,2.93,7.67
50.91,,2.83,6.82
55.84,,2.81,5.09
60.69,,2.53,8.31
63.05,,2.61,5.48
57.31,,2.54,5.34
53.27,,2.56,6.68
46.12,,2.52,7.46
40.83,,2.42,6.43
39.93,,2.45,6.84
36.47,,2.29,7.28
30.31,,2.30,6.61
32.63,,2.20,5.33
32.29,,2.71,6.26
35.55,,3.25,7.92
35.92,,3.56,11.06
29.35,,3.66,13.00
24.88,,3.64,14.21
33.32,,3.42,65.51
41.37,,2.60,41.50
39.04,,2.81,40.13
39.67,,3.11,17.50
41.98,,2.93,13.76
43.31,,2.92,11.59
49.37,,2.68,9.14
57.92,,2.49,10.11
62.26,,2.49,8.97
66.25,,2.59,6.41
63.22,,2.60,6.41
56.05,,2.73,8.07
51.27,,2.58,7.06
47.59,,2.53,7.25
46.43,,2.65,8.01
45.61,,2.66,7.66
39.80,,2.64,7.93
31.23,,2.62,7.14
30.20,,2.61,6.83
38.14,,2.88,6.37
46.51,,3.10,9.07
49.72,,3.58,11.55
49.09,,4.08,14.42
47.68,,3.60,16.60
49.50,,3.73,19.40
46.91,,3.60,20.42
50.34,,3.55,18.84
59.98,,3.79,18.18
64.86,,3.59,16.36
65.78,,3.25,13.87
70.21,,3.01,12.23
74.37,,2.88,14.76
81.02,,2.72,7.06
91.59,,2.94,2.86
94.80,,2.74,6.39
88.06,,2.80,8.24
81.74,,2.97,8.47
75.38,,2.68,8.85
65.69,,2.89,8.69
58.42,,2.71,9.16
53.18,,2.83,8.50
51.44,,2.88,7.04
50.98,,2.84,7.41
51.00,,3.09,9.13
50.52,,3.73,10.02
54.36,,4.46,8.60
60.19,,4.55,11.44
59.10,,4.45,15.47
55.19,,4.26,19.45
54.17,,4.07,19.86
58.24,,4.36,20.28
64.08,,4.33,18.97
68.95,,4.47,16.99
70.66,,4.08,13.76
82.65,,3.70,10.04
98.84,,3.58,9.13
102.71,,3.51,8.87
99.74,,3.18,4.89
87.07,,3.22,5.82
76.01,,3.13,7.37
75.99,,3.17,7.33
71.32,,2.98,8.17
63.19,,2.84,8.42
58.27,,3.01,8.03
54.18,,2.98,8.74
51.44,,2.87,9.12
48.84,,2.82,8.76
50.01,,3.10,9.70
54.36,,3.47,11.02
56.41,,4.33,13.88
56.27,,4.73,19.91
45.48,,5.02,21.95
48.40,,4.99,21.80
54.44,,4.64,21.12
53.31,,4.26,20.71
58.26,,4.25,20.89
63.60,,4.52,17.95
83.01,,3.99,15.30
108.84,,3.80,8.18
127.11,,3.74,4.26
129.53,,3.61,10.54
113.58,,3.13,9.62
101.99,,3.21,8.46
98.49,,3.42,9.10
92.39,,3.29,8.30
85.09,,2.98,10.38
69.97,,2.98,10.41
56.12,,2.98,9.80
54.38,,2.87,9.26
51.63,,2.84,9.17
48.95,,2.90,8.13
52.35,,2.68,7.69
62.80,,3.03,9.34
71.36,,3.69,10.97
70.34,,4.05,15.18
61.64,,4.24,17.78
67.78,,4.39,19.00
72.69,,4.08,17.58
67.89,,3.62,15.85
70.06,,3.25,13.19
67.78,,3.28,13.03
65.92,,3.09,10.98
63.62,,3.09,8.93
61.27,,3.24,10.30
60.44,,2.84,9.74
56.92,,2.75,8.35
53.24,,2.74,7.40
53.30,,2.74,6.88
54.32,,2.85,6.32
53.47,,2.65,5.83
54.77,,2.67,5.81
51.66,,2.66,5.86
45.81,,2.86,5.90
44.58,,2.95,4.24
40.71,,3.22,4.36
39.75,,2.73,4.61
46.47,,3.13,8.31
49.23,,3.62,9.36
49.14,,3.58,13.32
52.95,,3.75,16.46
59.57,,3.59,18.17
60.54,,3.35,16.31
65.08,,3.30,17.18
75.22,,3.26,12.56
72.53,,3.17,12.45
66.50,,2.93,10.12
70.78,,2.68,10.26
67.27,,2.89,9.07
68.44,,2.98,7.26
72.05,,3.22,5.76
72.66,,3.35,5.77
82.83,,3.31,4.94
88.60,,3.48,3.12
83.84,,3.41,4.32
69.70,,3.30,6.40
58.75,,3.10,4.12
62.12,,3.21,5.78
64.69,,2.97,4.50
67.03,,3.11,3.86
67.34,,3.02,4.23
58.51,,3.55,7.17
53.10,,4.13,10.95
54.02,,4.12,13.19
66.79,,5.12,15.58
80.14,,5.34,22.74
,,,180.89
74.83,,2.44,19.45
130.24,,3.46,12.99
114.28,,3.24,9.86
91.64,,2.99,9.09
83.67,,2.64,4.03
85.03,,2.64,3.82
78.33,,2.58,3.79
68.75,,2.27,3.59
68.85,,2.10,3.09
67.42,,2.08,3.41
57.08,,1.93,3.83
50.48,,1.67,3.40
51.11,,1.81,4.82
49.10,,1.60,4.96
49.15,,1.47,5.08
48.66,,1.59,3.89
48.31,,1.66,3.53
60.12,,3.10,6.12
63.49,,3.63,7.26
58.04,,4.12,8.73
57.22,,4.12,10.70
60.12,,4.04,13.92
61.74,,4.10,14.04
60.70,,4.10,13.56
62.29,,4.10,12.55
64.03,,3.91,11.74
64.66,,3.67,10.55
69.24,,3.42,9.23
62.54,,3.39,7.63
62.78,,3.43,7.12
67.09,,3.34,6.00
59.86,,3.29,5.91
53.11,,3.21,4.43
51.48,,3.11,5.16
49.90,,2.93,4.90
52.96,,2.84,4.12
51.27,,2.85,4.42
43.76,,2.99,5.42
48.13,,2.71,4.04
47.43,,2.81,4.15
43.49,,2.80,3.21
49.64,,3.25,2.57
54.35,,3.73,4.62
50.38,,3.98,6.80
45.83,,4.63,10.22
52.25,,4.40,12.62
58.00,,4.20,12.27
54.75,,4.13,11.47
51.66,,3.89,11.95
54.63,,3.75,10.50
59.26,,3.44,9.33
60.34,,3.51,9.15
54.63,,3.32,7.06
57.25,,3.45,4.69
58.34,,3.83,5.52
52.04,,3.88,5.64
53.72,,3.82,2.99
57.39,,3.74,3.02
60.11,,3.62,2.85
50.99,,3.54,4.14
44.52,,3.40,4.59
43.71,,3.21,3.97
40.62,,3.25,3.14
36.30,,3.28,3.51
36.68,,3.02,3.07
37.76,,3.20,3.58
41.95,,3.64,4.90
47.52,,4.17,6.32
47.36,,4.28,8.22
50.72,,4.30,10.18
54.88,,4.43,13.35
57.96,,3.13,14.06
60.55,,2.17,11.15
59.58,,2.04,10.74
60.78,,1.50,8.92
54.56,,1.63,5.94
51.66,,1.47,7.06
57.88,,1.28,7.05
54.21,,1.56,5.34
59.60,,1.46,8.26
67.08,,2.52,2.92
63.58,,3.49,2.24
58.21,,3.39,2.47
61.25,,3.55,1.88
61.13,,3.57,3.56
56.85,,3.48,4.43
55.01,,3.70,3.40
52.85,,3.68,3.76
49.07,,3.68,4.02
49.06,,3.09,4.82
48.16,,3.07,5.80
47.14,,3.23,7.85
54.37,,2.96,9.72
58.00,,2.74,10.99
67.49,,4.22,12.29
74.19,,4.45,11.33
76.67,,4.44,9.00
78.24,,4.25,9.75
74.12,,4.32,8.02
73.38,,4.67,6.63
69.68,,4.75,5.75
70.90,,5.00,5.50
70.78,,4.88,4.63
67.04,,5.07,3.46
65.21,,4.97,4.51
61.54,,5.07,3.57
61.13,,5.07,3.14
60.01,,5.19,2.43
59.51,,5.43,2.72
60.56,,5.31,3.23
54.39,,5.39,2.15
49.97,,5.17,2.46
49.53,,5.17,1.64
54.72,,2.63,2.20
60.62,,2.85,4.45
62.86,,2.79,5.61
65.54,,2.74,7.23
66.94,,2.50,9.03
70.70,,2.07,10.05
76.64,,1.90,8.75
82.43,,1.91,8.49
87.06,,1.97,8.30
85.99,,2.19,7.33
84.39,,2.14,6.05
84.17,,2.33,4.48
84.84,,3.00,3.74
83.59,,2.97,3.53
83.20,,3.77,2.19
81.22,,4.06,1.53
80.59,,3.47,2.11
77.36,,3.28,3.55
73.41,,3.12,3.62
75.47,,3.12,3.14
75.74,,3.08,2.86
73.20,,2.84,2.98
65.91,,2.97,2.31
64.16,,2.82,2.59
67.78,,3.15,2.88
73.78,,3.12,3.76
73.39,,3.11,5.93
71.83,,3.41,6.70
80.11,,3.29,8.83
84.19,,3.31,8.32
84.01,,2.68,10.54
86.05,,2.35,9.72
91.40,,2.14,8.34
91.04,,2.25,6.67
83.55,,2.53,5.15
82.38,,2.92,3.60
80.62,,3.45,3.11
70.83,,3.57,3.70
68.27,,3.15,2.61
63.16,,3.17,3.05
63.78,,3.19,2.04
61.46,,3.22,2.25
65.05,,3.39,3.31
61.62,,3.18,2.99
59.57,,3.23,2.98
62.17,,3.12,2.38
56.12,,3.22,1.95
55.59,,3.29,1.88
57.80,,3.55,3.00
63.77,,3.56,5.81
69.09,,3.43,5.79
68.09,,3.31,7.37
70.00,,3.26,9.45
67.35,,3.10,12.37
68.59,,3.07,13.09
75.89,,2.83,11.64
80.71,,2.70,9.60
78.91,,2.68,7.55
76.58,,2.87,6.19
76.71,,2.98,5.69
75.11,,3.20,4.98
73.40,,3.65,3.20
74.19,,3.86,1.97
72.40,,4.05,1.54
67.63,,4.27,1.75
63.63,,3.98,2.01
60.56,,3.99,1.76
56.26,,3.80,2.37
58.40,,3.84,3.00
59.49,,3.59,2.60
57.22,,3.79,2.34
54.66,,3.82,1.91
55.35,,3.02,2.47
55.20,,3.26,4.98
50.53,,3.14,8.77
43.84,,2.71,10.90
36.38,,2.48,12.19
36.01,,2.28,12.51
34.95,,2.19,11.94
30.77,,1.94,11.56
39.94,,1.97,9.87
73.42,,2.21,9.13
99.43,,2.34,8.17
137.85,,2.59,8.47
188.49,,2.63,8.70
196.38,,2.73,8.65
188.22,,2.74,8.37
153.86,,2.91,8.35
122.33,,3.00,8.18
103.50,,2.91,9.23
76.87,,2.86,10.38
51.13,,3.23,9.80
35.32,,3.06,9.71
27.80,,3.08,9.03
26.44,,3.21,8.72
30.03,,3.27,8.69
26.24,,2.77,7.91
27.54,,2.77,8.90
26.78,,2.78,10.15
21.63,,2.48,10.45
18.09,,2.15,10.62
17.36,,1.98,11.19
18.30,,1.74,11.10
18.69,,1.54,11.78
24.86,,1.68,10.99
28.05,,1.77,9.72
33.45,,1.91,9.12
41.03,,2.13,8.31
38.58,,2.58,8.40
29.37,,2.61,8.90
30.34,,2.59,8.06
31.51,,2.70,8.97
26.41,,2.66,8.71
24.73,,2.99,9.12
22.41,,3.01,9.42
17.74,,2.82,9.30
13.45,,2.89,9.53
10.66,,2.85,9.17
10.51,,2.71,8.48
12.44,,2.81,8.28
20.48,,2.76,7.97
23.56,,2.79,9.05
22.76,,2.67,10.74
24.53,,2.35,11.65
28.57,,1.94,12.86
27.33,,2.04,12.26
23.63,,2.19,13.17
27.29,,2.20,13.18
29.56,,2.19,13.92
30.11,,5.09,12.00
36.17,,5.24,9.77
51.57,,4.27,8.33
59.89,,3.75,10.18
57.41,,3.43,10.66
48.09,,3.41,9.44
42.24,,3.28,9.99
35.93,,3.29,10.11
28.23,,3.35,11.62
23.56,,3.47,11.30
18.21,,3.44,10.98
14.21,,3.70,10.97
13.03,,3.69,10.46
11.33,,3.79,10.25
11.76,,3.82,8.89
16.15,,2.77,9.89
19.16,,2.53,10.44
21.28,,2.20,11.61
23.94,,1.46,13.06
23.86,,0.72,14.14
26.45,,,13.72
24.80,,,14.18
19.66,,3.19,13.49
19.61,,3.82,13.50
24.48,,3.45,10.89
42.16,,3.34,9.69
56.96,,3.95,8.69
62.89,,4.53,10.55
63.26,,4.61,10.60
54.09,,4.76,10.14
53.54,,4.76,10.16
53.54,,5.06,11.27
44.59,,5.23,11.47
42.62,,5.40,11.06
38.55,,5.67,11.07
30.09,,5.86,11.60
22.83,,5.79,10.43
22.44,,5.96,9.39
24.26,,6.15,8.08
27.39,,3.08,9.96
25.93,,4.05,22.13
26.76,,5.49,10.70
29.81,,5.78,11.22
27.07,,5.81,11.61
27.24,,5.54,12.03
24.93,,5.60,12.37
23.48,,5.48,12.24
22.14,,5.30,11.16
24.94,,5.33,10.13
33.83,,5.05,9.67
36.36,,4.89,9.36
33.37,,4.74,8.88
27.16,,4.74,8.83
26.31,,4.62,9.05
25.87,,4.41,9.04
19.95,,4.44,9.29
17.29,,4.38,8.61
17.10,,4.47,9.23
14.15,,4.58,9.11
10.29,,4.35,7.94
7.48,,4.53,7.05
7.99,,4.38,6.20
12.60,,4.49,4.93
15.57,,2.64,6.14
18.02,,3.04,8.92
20.25,,3.28,10.66
20.82,,3.42,9.88
18.38,,3.48,10.64
17.18,,3.44,9.52
29.17,,3.47,9.27
36.92,,3.36,10.43
31.23,,3.25,10.06
27.65,,3.04,10.46
34.22,,2.83,9.13
41.48,,2.63,7.95
36.07,,2.52,8.89
29.21,,2.36,9.88
31.78,,2.52,9.11
30.16,,2.56,9.51
23.50,,2.48,10.47
18.33,,2.32,10.75
14.32,,2.58,10.82
11.60,,2.33,9.73
8.86,,2.34,9.86
6.85,,2.15,9.75
7.87,,2.27,9.32
10.04,,2.15,7.50
9.67,,2.62,7.65
12.77,,3.02,8.93
21.14,,3.11,10.72
,,,
16.59,,3.75,12.92
12.11,,3.56,13.18
,,,
19.16,,,15.86
16.84,,,12.97
14.62,,,9.76
17.80,,,2.22
33.65,,3.22,1.42
57.33,,2.55,3.96
69.11,,2.22,8.04
62.34,,2.20,7.98
47.34,,2.19,8.17
35.85,,2.21,9.79
30.33,,2.18,9.38
29.43,,2.09,9.10
28.02,,2.00,9.28
20.64,,2.21,8.94
15.73,,1.92,9.26
12.76,,1.79,8.92
12.13,,1.82,5.82
32.20,,4.16,1.22
66.28,,4.70,2.67
71.77,,4.60,7.08
61.39,,5.09,6.97
53.94,,6.03,9.09
45.89,,7.07,15.58
38.31,,5.89,29.74
30.20,,5.75,15.69
29.71,,4.44,13.82
38.49,,4.54,10.88
44.79,,4.33,6.48
48.00,,3.82,7.58
56.26,,3.47,4.33
65.36,,3.30,1.59
74.01,,3.32,2.43
72.57,,3.40,5.54
64.27,,3.38,5.91
62.68,,3.08,5.99
53.84,,3.26,5.89
37.60,,3.39,6.26
27.00,,3.34,6.20
27.18,,3.46,6.91
27.62,,3.35,6.62
25.67,,3.55,5.38
30.27,,3.10,5.74
34.56,,3.57,6.26
37.13,,4.08,10.06
36.43,,4.44,11.87
32.98,,4.66,13.22
32.48,,4.63,13.86
31.26,,4.43,14.93
29.87,,4.18,15.67
33.93,,4.08,14.42
41.19,,4.29,11.63
56.03,,5.49,5.87
68.06,,3.38,2.76
80.31,,3.12,4.40
88.17,,3.14,7.44
88.87,,3.23,5.53
81.71,,3.06,6.62
68.96,,3.12,7.22
61.51,,2.78,7.55
54.89,,2.72,7.94
46.74,,2.67,7.94
36.90,,2.50,8.16
30.93,,2.70,8.26
29.49,,2.66,7.98
27.00,,2.69,6.93
29.57,,3.19,7.14
36.94,,3.60,8.74
36.97,,4.21,10.52
34.89,,4.43,12.80
30.82,,4.62,14.31
27.14,,4.43,14.97
27.99,,4.34,15.39
26.01,,4.29,15.40
19.69,,3.94,14.34
22.44,,4.14,8.69
48.98,,4.00,2.33
77.73,,3.30,3.88
81.47,,2.99,7.20
75.45,,2.92,8.49
66.43,,2.73,9.57
53.30,,2.89,9.25
46.59,,2.94,9.41
41.39,,2.77,10.04
32.38,,2.68,9.23
24.23,,2.81,9.20
17.81,,2.52,9.38
13.62,,2.31,8.73
14.44,,2.47,8.98
19.57,,2.48,7.77
19.32,,3.00,8.16
19.59,,3.53,9.67
26.04,,4.07,11.71
29.56,,4.80,13.94
26.23,,5.03,14.98
28.09,,5.10,16.61
34.31,,5.07,16.94
34.21,,4.99,16.32
36.02,,4.99,15.21
43.39,,4.93,11.70
55.06,,4.42,7.11
81.00,,3.50,5.81
102.14,,3.22,4.35
103.75,,3.17,5.87
95.89,,3.09,7.16
86.06,,2.89,6.95
76.84,,3.03,7.18
67.39,,2.99,6.87
60.63,,2.73,7.90
46.78,,2.70,8.66
33.11,,2.63,10.28
26.60,,2.66,9.91
23.98,,2.59,8.40
